SHOP_ID,DATE,N_TRANS
16,2022-02-09,610.0
96,2021-07-17,361.0
98,2022-10-11,196.0
85,2022-01-22,216.0
21,2021-11-07,336.0
74,2021-03-24,49.0
47,2022-12-02,175.0
71,2021-04-14,8.0
85,2021-04-27,94.0
16,2021-08-11,787.0
27,2021-01-27,29.0
73,2022-01-13,5.0
1,2022-08-20,52.0
28,2021-05-07,11.0
76,2021-09-18,44.0
77,2021-08-12,24.0
40,2021-05-07,173.0
60,2022-08-26,208.0
73,2021-03-31,8.0
45,2021-07-30,115.0
41,2021-10-23,196.0
7,2021-12-18,134.0
58,2021-07-21,16.0
11,2022-10-20,86.0
44,2021-03-15,10.0
2,2021-07-18,509.0
16,2022-05-20,634.0
63,2021-03-30,18.0
88,2022-10-07,119.0
45,2022-11-12,74.0
40,2021-11-12,153.0
97,2022-09-05,45.0
27,2021-04-24,33.0
10,2022-10-17,281.0
77,2021-01-02,30.0
31,2021-07-07,12.0
19,2022-04-12,162.0
47,2021-08-03,116.0
77,2022-11-18,44.0
18,2021-10-11,54.0
53,2021-06-07,378.0
23,2022-09-30,93.0
95,2021-05-15,6.0
96,2022-08-01,60.0
40,2021-02-22,90.0
3,2022-10-29,30.0
60,2022-08-24,230.0
98,2022-05-17,189.0
42,2021-07-07,13.0
31,2022-04-11,3.0
51,2021-01-24,38.0
29,2022-03-08,17.0
45,2022-05-17,65.0
3,2021-07-16,88.0
60,2021-01-16,138.0
35,2021-03-29,30.0
19,2022-10-04,108.0
76,2022-09-13,57.0
77,2021-08-09,11.0
76,2021-04-23,76.0
62,2022-03-01,21.0
46,2021-05-31,27.0
47,2022-09-07,161.0
21,2022-02-13,270.0
85,2021-06-19,161.0
46,2022-10-27,43.0
89,2021-09-13,3.0
30,2021-08-11,39.0
35,2022-07-18,31.0
76,2021-05-23,40.0
8,2021-03-20,60.0
47,2022-10-21,201.0
98,2022-05-02,145.0
84,2022-08-06,43.0
51,2021-10-14,51.0
59,2021-02-05,75.0
50,2022-02-04,21.0
18,2022-05-12,92.0
47,2021-11-30,167.0
32,2021-05-01,45.0
66,2021-11-19,8.0
95,2021-08-23,1.0
9,2022-06-05,10.0
40,2022-04-26,138.0
30,2021-07-18,8.0
51,2021-10-16,67.0
1,2021-02-09,28.0
44,2021-10-03,9.0
63,2021-04-19,14.0
12,2022-03-02,53.0
11,2022-05-04,91.0
19,2021-07-19,82.0
3,2021-10-10,35.0
19,2021-08-17,141.0
26,2021-07-08,67.0
82,2022-07-04,29.0
77,2022-08-30,24.0
32,2021-09-22,51.0
45,2022-03-10,78.0
97,2022-09-30,83.0
97,2022-02-23,92.0
43,2021-11-27,1.0
82,2021-01-04,27.0
12,2021-07-26,86.0
1,2022-01-10,63.0
3,2021-08-05,44.0
72,2021-03-26,26.0
40,2021-01-24,70.0
35,2022-12-10,33.0
44,2022-01-16,89.0
8,2022-05-02,28.0
1,2021-09-10,54.0
32,2022-04-26,31.0
77,2021-06-15,9.0
51,2021-11-21,32.0
30,2021-08-03,19.0
11,2022-05-06,122.0
21,2022-04-26,381.0
45,2021-04-08,74.0
76,2021-11-04,66.0
96,2021-06-30,107.0
45,2022-03-16,85.0
50,2022-01-02,20.0
37,2022-08-09,7.0
76,2021-01-07,76.0
84,2022-12-13,16.0
45,2022-05-13,119.0
3,2021-02-26,62.0
7,2021-03-15,54.0
26,2022-11-29,148.0
72,2021-08-05,27.0
97,2022-07-17,55.0
5,2021-01-28,23.0
46,2021-04-15,25.0
12,2022-05-10,52.0
1,2022-01-29,123.0
56,2021-12-26,40.0
57,2021-04-25,269.0
97,2022-10-20,108.0
3,2022-08-12,63.0
27,2022-04-02,22.0
19,2022-01-16,60.0
60,2021-11-30,235.0
76,2022-05-04,65.0
18,2022-08-16,37.0
23,2021-06-03,42.0
28,2021-04-26,2.0
7,2021-12-14,33.0
52,2022-04-23,85.0
18,2021-11-11,72.0
76,2021-03-01,71.0
92,2021-11-22,120.0
50,2021-03-14,31.0
31,2021-05-17,9.0
11,2021-02-08,78.0
54,2021-12-29,34.0
40,2021-11-15,59.0
96,2022-01-23,178.0
88,2021-02-20,53.0
40,2022-03-04,140.0
41,2021-09-02,19.0
83,2022-05-01,13.0
12,2021-05-21,48.0
49,2022-10-15,4.0
46,2022-06-29,30.0
7,2022-02-22,73.0
59,2021-02-19,64.0
26,2021-02-24,62.0
49,2021-02-19,30.0
10,2022-05-20,312.0
82,2021-12-28,30.0
59,2022-12-14,67.0
50,2021-06-27,35.0
76,2022-08-02,44.0
62,2021-05-13,23.0
88,2021-10-12,48.0
82,2022-03-02,28.0
2,2022-11-27,464.0
28,2022-05-25,5.0
56,2021-05-02,14.0
40,2021-01-29,134.0
39,2021-04-19,2.0
79,2021-03-15,31.0
38,2021-09-20,26.0
23,2022-08-10,87.0
36,2022-12-26,12.0
50,2021-01-28,27.0
47,2021-03-13,248.0
95,2022-04-12,6.0
81,2022-09-21,12.0
35,2021-10-29,50.0
29,2021-04-14,36.0
35,2021-02-15,21.0
78,2022-08-21,20.0
41,2021-09-18,29.0
87,2022-02-21,3.0
53,2022-11-30,161.0
98,2022-01-01,150.0
8,2022-01-20,24.0
59,2022-08-09,59.0
45,2022-01-16,46.0
96,2022-03-28,106.0
35,2022-12-08,23.0
73,2022-07-23,17.0
82,2022-01-21,52.0
77,2022-06-28,15.0
82,2022-01-13,54.0
37,2021-12-30,13.0
50,2022-07-03,20.0
12,2021-04-21,73.0
48,2021-02-17,33.0
59,2021-07-21,72.0
88,2021-07-09,57.0
3,2021-05-13,47.0
83,2022-01-07,27.0
53,2022-04-26,177.0
46,2021-07-15,30.0
54,2021-04-04,5.0
11,2021-08-08,76.0
31,2022-01-05,3.0
85,2022-03-04,204.0
49,2022-01-31,7.0
45,2021-06-25,124.0
1,2021-04-10,34.0
8,2022-10-23,67.0
3,2022-03-10,16.0
12,2022-08-31,62.0
90,2022-10-08,18.0
26,2021-12-19,24.0
51,2022-09-04,55.0
78,2022-11-07,19.0
74,2021-02-08,24.0
30,2021-04-18,3.0
95,2022-05-25,11.0
18,2022-02-14,60.0
1,2022-06-09,38.0
90,2021-03-10,9.0
26,2021-05-25,46.0
88,2022-08-18,70.0
58,2021-03-21,5.0
37,2022-09-29,2.0
67,2021-02-12,34.0
84,2022-08-23,14.0
74,2022-08-14,7.0
90,2022-07-08,14.0
41,2022-06-19,178.0
81,2022-03-25,10.0
50,2022-04-24,14.0
28,2021-09-09,7.0
50,2021-06-20,45.0
59,2022-12-05,62.0
88,2021-05-25,46.0
12,2022-04-07,51.0
90,2022-07-22,16.0
50,2021-05-30,24.0
60,2022-08-21,109.0
82,2021-10-27,42.0
51,2022-07-12,32.0
77,2022-03-31,27.0
56,2021-03-03,11.0
76,2021-08-08,21.0
3,2021-11-02,22.0
5,2022-12-11,38.0
94,2021-02-24,6.0
31,2022-10-24,36.0
59,2021-06-26,29.0
1,2022-10-17,76.0
30,2022-07-09,53.0
27,2021-04-03,22.0
3,2021-11-17,21.0
88,2021-06-26,50.0
17,2021-11-26,9.0
17,2021-09-23,5.0
42,2021-06-26,33.0
90,2022-02-18,13.0
29,2021-10-14,35.0
42,2021-09-13,11.0
8,2021-06-11,39.0
59,2021-03-29,54.0
77,2021-01-29,29.0
62,2022-05-14,17.0
76,2022-01-12,64.0
90,2021-06-04,23.0
88,2022-12-19,71.0
8,2022-08-18,26.0
23,2022-03-06,40.0
27,2021-07-08,11.0
59,2022-09-15,64.0
73,2021-08-11,9.0
3,2022-07-04,17.0
3,2021-07-23,49.0
78,2021-02-08,17.0
92,2022-09-01,16.0
17,2022-11-09,25.0
31,2021-10-03,3.0
30,2022-01-20,14.0
45,2021-01-14,68.0
74,2022-04-12,15.0
74,2021-04-22,19.0
3,2021-11-03,23.0
23,2022-04-01,55.0
74,2021-09-01,36.0
4,2022-10-23,22.0
30,2021-01-26,8.0
4,2021-07-18,26.0
3,2021-04-16,48.0
31,2022-08-04,18.0
73,2022-08-03,3.0
4,2022-11-29,13.0
96,2022-08-03,95.0
32,2022-05-11,48.0
91,2022-09-29,5.0
78,2022-01-23,17.0
39,2021-02-11,7.0
31,2021-12-31,17.0
46,2021-06-13,21.0
46,2021-12-01,52.0
78,2022-12-22,15.0
78,2022-06-30,9.0
7,2021-11-22,30.0
28,2022-01-28,9.0
84,2021-07-17,55.0
40,2022-10-23,72.0
46,2021-05-07,36.0
12,2021-05-12,66.0
8,2021-02-13,52.0
78,2022-06-25,11.0
73,2021-10-11,9.0
3,2022-08-30,16.0
27,2021-01-19,6.0
18,2021-05-29,34.0
32,2022-07-11,47.0
49,2022-03-19,14.0
28,2022-02-25,9.0
58,2022-10-12,25.0
4,2021-11-14,20.0
48,2021-11-18,13.0
48,2021-11-15,11.0
8,2022-11-21,13.0
72,2021-03-01,17.0
74,2022-12-22,38.0
3,2021-11-29,10.0
77,2021-01-09,22.0
96,2022-08-11,68.0
8,2022-07-27,27.0
82,2022-08-12,36.0
73,2021-03-27,19.0
3,2021-08-11,24.0
1,2022-01-09,47.0
81,2021-06-11,14.0
62,2022-05-03,22.0
59,2022-11-03,64.0
74,2022-12-04,7.0
22,2021-11-16,5.0
52,2021-01-02,72.0
90,2022-08-03,10.0
11,2021-09-02,49.0
28,2022-06-08,2.0
32,2022-02-25,45.0
26,2021-05-08,44.0
35,2022-05-24,28.0
93,2021-03-19,31.0
78,2021-05-14,8.0
1,2022-10-13,37.0
96,2022-10-02,44.0
56,2021-10-16,19.0
66,2022-09-12,8.0
22,2022-12-22,22.0
50,2022-03-24,22.0
35,2021-05-11,30.0
66,2022-11-03,4.0
48,2022-12-24,51.0
49,2021-12-30,10.0
36,2022-04-03,1.0
29,2021-02-22,8.0
28,2022-09-29,6.0
71,2021-06-24,9.0
72,2022-04-03,28.0
50,2021-11-27,28.0
73,2021-12-14,2.0
48,2022-03-14,10.0
84,2021-07-08,27.0
31,2022-12-27,24.0
78,2021-07-10,26.0
46,2022-10-06,30.0
77,2021-03-16,19.0
30,2021-06-04,28.0
31,2022-08-07,26.0
13,2022-04-10,9.0
28,2022-07-11,4.0
1,2022-08-11,31.0
73,2022-07-21,5.0
45,2022-05-22,54.0
95,2022-04-25,10.0
65,2022-10-02,4.0
84,2022-05-10,9.0
82,2021-06-17,22.0
35,2022-11-10,27.0
79,2021-02-23,63.0
76,2022-03-06,27.0
39,2021-06-16,5.0
77,2021-01-21,30.0
13,2022-09-20,6.0
81,2022-01-04,11.0
87,2021-04-16,4.0
81,2022-08-11,14.0
95,2022-01-19,11.0
84,2022-06-24,27.0
74,2021-01-12,19.0
73,2022-05-24,5.0
66,2022-09-07,32.0
29,2022-07-20,31.0
92,2021-02-20,9.0
92,2022-06-27,5.0
54,2021-03-22,5.0
84,2022-12-19,20.0
65,2022-02-24,8.0
31,2021-06-11,13.0
78,2022-06-23,11.0
22,2022-05-06,1.0
5,2021-03-16,12.0
80,2022-06-18,3.0
62,2021-07-28,16.0
5,2021-07-21,13.0
27,2021-11-02,10.0
96,2022-11-03,54.0
24,2021-09-19,3.0
58,2022-11-10,7.0
84,2022-05-03,16.0
28,2021-11-15,6.0
71,2021-09-01,3.0
58,2022-04-29,10.0
90,2022-01-30,8.0
89,2021-05-18,4.0
58,2022-01-17,10.0
84,2022-05-27,17.0
71,2021-06-21,8.0
83,2021-01-31,14.0
4,2021-05-30,26.0
90,2021-03-16,7.0
84,2022-11-01,10.0
27,2022-05-29,7.0
58,2021-08-01,2.0
50,2022-08-29,16.0
84,2022-08-01,13.0
66,2022-07-01,9.0
36,2021-05-06,11.0
17,2021-11-09,4.0
65,2021-01-11,4.0
64,2022-05-14,11.0
48,2021-06-13,6.0
71,2021-02-19,16.0
65,2021-12-05,5.0
73,2021-12-29,23.0
22,2022-05-02,5.0
54,2022-02-03,6.0
48,2021-10-11,4.0
73,2022-01-11,7.0
50,2022-04-11,20.0
87,2022-04-26,2.0
83,2022-08-02,6.0
36,2021-11-13,2.0
29,2022-05-11,28.0
22,2021-12-23,14.0
27,2022-03-15,12.0
62,2021-07-16,13.0
22,2022-12-28,11.0
66,2021-04-18,1.0
65,2021-07-12,13.0
50,2021-08-06,19.0
22,2022-04-06,2.0
94,2022-11-26,7.0
49,2022-10-14,2.0
44,2022-07-21,14.0
22,2022-01-18,7.0
75,2022-12-10,3.0
71,2021-06-16,13.0
56,2022-08-21,8.0
23,2022-12-25,4.0
84,2022-08-28,7.0
27,2022-04-24,4.0
31,2021-02-15,7.0
90,2021-07-02,12.0
91,2022-07-18,5.0
66,2021-05-31,5.0
66,2022-04-04,4.0
64,2022-04-29,6.0
13,2022-04-08,7.0
48,2022-12-06,11.0
99,2021-05-08,3.0
84,2022-10-23,6.0
95,2022-10-15,9.0
13,2022-12-12,3.0
61,2022-11-28,6.0
17,2022-10-31,3.0
92,2021-05-12,13.0
5,2022-03-01,11.0
31,2022-02-22,1.0
36,2022-03-02,1.0
78,2022-09-21,10.0
37,2022-02-09,5.0
44,2021-07-21,9.0
72,2022-08-14,25.0
83,2022-04-18,13.0
81,2022-08-03,9.0
30,2021-01-08,15.0
63,2021-02-28,11.0
58,2022-04-26,4.0
80,2021-03-13,7.0
24,2021-08-09,3.0
83,2022-07-13,3.0
83,2022-11-28,2.0
23,2021-03-21,9.0
90,2021-07-09,12.0
64,2021-09-13,2.0
37,2021-08-05,9.0
28,2022-02-14,11.0
72,2022-01-26,18.0
90,2021-05-13,12.0
43,2021-02-11,3.0
29,2021-05-17,7.0
17,2022-03-15,7.0
43,2021-04-09,4.0
48,2021-01-21,10.0
48,2022-05-05,4.0
90,2021-04-15,5.0
44,2021-09-08,1.0
38,2022-04-23,4.0
94,2022-05-20,4.0
81,2021-07-28,8.0
96,2021-08-22,6.0
73,2021-06-23,9.0
71,2021-09-29,13.0
80,2022-01-08,3.0
92,2021-04-26,4.0
31,2021-04-20,9.0
4,2022-01-19,14.0
49,2021-08-30,2.0
81,2021-12-26,9.0
81,2021-07-12,4.0
28,2021-09-28,5.0
48,2022-08-18,8.0
66,2021-02-07,1.0
66,2021-02-04,5.0
90,2022-10-03,9.0
30,2021-04-29,11.0
95,2022-07-17,13.0
89,2021-10-19,2.0
31,2022-04-30,6.0
28,2022-06-23,6.0
30,2022-07-31,4.0
67,2021-04-23,2.0
89,2022-06-24,3.0
9,2021-10-10,1.0
73,2022-04-08,2.0
75,2022-01-12,7.0
29,2022-06-05,4.0
39,2021-05-22,4.0
87,2022-05-06,2.0
92,2022-01-09,8.0
90,2022-06-15,2.0
73,2021-11-02,4.0
70,2021-03-28,2.0
84,2021-08-15,9.0
28,2022-03-12,8.0
84,2021-03-29,3.0
43,2022-11-06,1.0
91,2021-01-06,3.0
59,2021-10-24,2.0
74,2022-10-17,15.0
73,2022-05-16,2.0
28,2022-09-17,5.0
75,2022-12-09,1.0
27,2022-06-24,2.0
78,2021-03-14,5.0
58,2022-03-02,5.0
58,2022-05-10,5.0
61,2021-02-13,1.0
13,2021-12-11,7.0
95,2021-07-04,3.0
91,2022-03-16,9.0
81,2021-08-01,5.0
81,2021-04-04,8.0
38,2021-07-03,1.0
64,2021-03-07,3.0
70,2021-04-29,6.0
73,2021-07-19,3.0
87,2021-08-09,2.0
87,2022-08-15,2.0
73,2022-08-19,4.0
61,2021-04-23,1.0
49,2022-08-16,2.0
28,2022-08-04,3.0
87,2022-03-20,2.0
59,2021-02-21,3.0
61,2021-10-20,1.0
94,2022-09-02,2.0
83,2022-06-15,1.0
73,2022-02-02,5.0
22,2021-05-24,1.0
22,2021-09-23,2.0
94,2022-09-25,2.0
46,2021-05-08,1.0
61,2021-06-01,2.0
73,2022-06-30,2.0
49,2021-06-24,6.0
65,2022-01-21,5.0
64,2022-03-03,1.0
36,2021-12-14,1.0
17,2021-11-02,2.0
36,2022-09-12,2.0
94,2022-05-14,1.0
13,2021-05-04,2.0
91,2021-04-27,5.0
94,2021-10-22,1.0
58,2021-06-20,2.0
90,2022-03-07,6.0
22,2021-04-10,3.0
36,2022-02-15,1.0
87,2021-12-04,1.0
64,2022-03-27,1.0
36,2022-12-02,1.0
39,2021-05-14,2.0
39,2021-05-15,1.0
36,2022-08-12,2.0
94,2022-04-20,1.0
73,2022-06-20,1.0
28,2021-06-07,2.0
91,2022-08-11,1.0
43,2022-07-22,1.0
64,2022-09-04,1.0
89,2022-06-19,2.0
65,2021-12-12,1.0
83,2022-10-14,1.0
37,2022-09-18,2.0
64,2021-05-17,3.0
36,2021-07-15,1.0
87,2022-02-24,3.0
83,2021-08-09,1.0
43,2022-04-01,1.0
31,2021-09-25,1.0
36,2022-05-06,1.0
83,2022-02-24,1.0
61,2021-07-06,1.0
36,2022-11-27,1.0
68,2022-08-12,1559.0
38,2022-04-12,202.0
16,2021-03-18,781.0
34,2021-10-01,292.0
57,2022-02-22,551.0
88,2021-12-27,45.0
47,2021-04-11,200.0
86,2021-02-12,1893.0
60,2022-11-19,127.0
18,2022-03-11,84.0
50,2021-04-23,38.0
10,2022-04-10,317.0
21,2022-01-19,469.0
21,2022-11-19,329.0
11,2022-06-23,115.0
10,2022-03-26,343.0
15,2021-01-04,1118.0
83,2022-11-13,10.0
15,2021-02-24,1312.0
82,2021-10-05,43.0
57,2021-02-06,267.0
82,2021-10-23,57.0
15,2021-09-13,1082.0
68,2022-05-03,1382.0
7,2021-08-04,83.0
68,2021-08-11,1520.0
97,2021-11-13,134.0
74,2022-05-31,23.0
86,2021-11-27,2170.0
100,2021-03-28,2130.0
15,2022-05-22,1197.0
60,2022-01-29,215.0
68,2021-10-24,1283.0
100,2021-04-01,2854.0
97,2022-04-16,217.0
86,2021-05-22,2216.0
19,2021-07-23,208.0
100,2021-10-21,2119.0
10,2022-02-07,327.0
86,2022-06-06,2032.0
1,2022-02-07,83.0
40,2021-07-10,273.0
20,2021-10-27,1239.0
15,2022-11-08,1749.0
21,2022-09-02,423.0
84,2022-07-17,11.0
38,2022-09-02,370.0
21,2022-02-23,488.0
2,2021-05-30,521.0
57,2022-05-17,595.0
16,2021-05-24,626.0
46,2022-08-31,30.0
15,2021-08-08,1365.0
21,2021-05-26,510.0
57,2022-12-25,378.0
50,2021-02-21,29.0
100,2021-05-16,1913.0
47,2021-04-16,160.0
86,2022-12-31,2435.0
100,2022-09-13,1485.0
100,2022-02-25,2063.0
82,2022-03-12,66.0
34,2021-02-05,329.0
20,2022-08-06,1188.0
16,2021-10-11,495.0
57,2022-10-11,508.0
95,2022-07-29,21.0
15,2022-04-12,1333.0
86,2021-01-06,1793.0
97,2021-05-12,92.0
84,2021-11-22,15.0
10,2022-04-30,376.0
16,2022-11-27,566.0
57,2022-03-25,434.0
16,2022-01-31,468.0
98,2022-03-06,176.0
86,2022-01-14,1849.0
92,2022-01-18,30.0
20,2021-11-11,1338.0
68,2021-06-22,1487.0
21,2022-07-28,350.0
19,2022-03-02,219.0
15,2022-11-24,1560.0
100,2022-09-04,1700.0
34,2021-09-29,278.0
59,2022-06-27,67.0
12,2021-11-27,170.0
100,2022-11-15,1730.0
47,2021-06-13,234.0
86,2021-03-06,2149.0
38,2021-02-12,332.0
10,2022-01-06,230.0
100,2021-09-25,2005.0
98,2021-08-13,477.0
98,2021-01-15,512.0
52,2021-03-20,128.0
84,2021-07-15,29.0
59,2021-01-11,70.0
60,2021-05-20,255.0
53,2022-06-21,142.0
16,2022-06-10,627.0
48,2022-04-28,9.0
40,2022-12-20,158.0
45,2021-05-19,56.0
68,2022-09-20,1389.0
20,2021-11-19,1299.0
86,2022-12-01,1922.0
31,2022-06-21,16.0
32,2022-05-16,34.0
20,2021-03-08,1125.0
19,2022-11-09,282.0
15,2021-05-09,1455.0
27,2021-12-22,17.0
11,2022-01-05,68.0
2,2021-03-26,760.0
100,2022-04-12,1461.0
57,2021-09-01,287.0
15,2022-09-11,1252.0
15,2021-11-12,1434.0
18,2021-04-02,184.0
100,2022-02-01,1646.0
60,2021-08-04,242.0
34,2022-07-29,276.0
32,2021-05-28,66.0
10,2022-01-26,498.0
12,2022-11-24,143.0
2,2021-05-09,526.0
57,2021-12-07,519.0
16,2021-09-08,600.0
34,2022-02-03,247.0
86,2022-03-23,1322.0
10,2021-12-12,284.0
20,2021-07-20,1448.0
26,2022-11-20,213.0
26,2021-04-23,133.0
15,2021-10-08,1292.0
41,2021-09-29,291.0
76,2021-07-11,37.0
59,2021-04-28,66.0
76,2022-05-05,59.0
21,2021-03-05,439.0
11,2022-11-05,122.0
16,2021-12-17,577.0
47,2022-10-24,167.0
27,2021-05-15,37.0
32,2022-01-19,120.0
57,2022-08-13,348.0
85,2021-04-03,200.0
98,2022-11-15,247.0
38,2021-06-28,856.0
23,2022-08-11,76.0
82,2022-02-23,48.0
96,2022-09-24,150.0
96,2022-07-17,195.0
34,2021-05-06,270.0
97,2022-07-20,85.0
57,2021-03-21,236.0
46,2022-11-30,39.0
57,2022-12-02,463.0
2,2022-03-29,617.0
92,2021-07-20,106.0
57,2022-10-13,422.0
31,2021-07-02,14.0
12,2022-09-09,74.0
19,2022-02-02,190.0
12,2022-06-04,105.0
99,2021-04-17,28.0
57,2022-09-30,378.0
79,2021-03-11,62.0
53,2021-07-18,286.0
15,2021-01-10,1133.0
20,2022-10-19,1261.0
47,2021-12-27,294.0
59,2021-10-15,61.0
19,2022-11-18,220.0
57,2021-02-24,470.0
53,2021-01-06,197.0
26,2022-10-08,121.0
1,2022-07-29,97.0
96,2022-04-26,263.0
15,2022-10-14,1392.0
38,2021-10-22,392.0
82,2022-09-17,82.0
88,2021-08-10,46.0
82,2021-10-14,32.0
11,2021-07-08,99.0
10,2021-08-26,149.0
41,2021-08-03,144.0
2,2022-03-09,640.0
10,2021-06-01,276.0
20,2021-03-22,1138.0
57,2022-09-15,488.0
29,2021-11-07,5.0
98,2022-10-03,172.0
41,2022-03-31,166.0
51,2022-02-11,46.0
34,2021-02-27,259.0
83,2021-05-30,7.0
98,2022-02-22,210.0
60,2021-01-29,225.0
2,2022-04-16,521.0
53,2021-11-18,291.0
96,2022-08-02,56.0
60,2022-05-23,192.0
98,2021-10-05,217.0
78,2021-12-20,18.0
98,2022-12-24,1074.0
41,2022-07-17,145.0
76,2021-09-19,28.0
7,2021-04-11,114.0
17,2021-11-25,3.0
5,2022-05-10,11.0
21,2022-11-25,425.0
60,2022-08-30,174.0
83,2022-01-05,18.0
46,2021-06-17,20.0
72,2021-03-19,23.0
81,2022-01-09,8.0
34,2022-08-15,246.0
4,2022-05-22,22.0
59,2022-07-13,61.0
1,2021-07-30,79.0
63,2021-03-14,14.0
57,2021-01-29,397.0
13,2021-01-10,6.0
23,2021-05-02,13.0
92,2021-10-13,25.0
53,2021-07-25,219.0
34,2022-08-25,290.0
8,2021-05-07,35.0
97,2022-04-18,114.0
59,2022-03-25,70.0
5,2021-12-20,10.0
34,2021-10-31,237.0
53,2022-07-29,245.0
84,2021-12-01,17.0
8,2021-02-23,20.0
34,2021-02-14,213.0
53,2021-05-09,248.0
47,2022-06-23,163.0
82,2022-01-18,44.0
64,2022-04-18,6.0
85,2021-01-29,219.0
34,2021-11-22,303.0
76,2021-05-20,69.0
47,2022-10-22,294.0
96,2022-06-08,84.0
50,2021-01-10,21.0
66,2021-01-09,21.0
88,2022-03-16,68.0
37,2022-02-25,5.0
65,2021-08-15,5.0
88,2021-12-08,57.0
19,2021-12-08,198.0
29,2022-03-12,44.0
