SHOP_ID,DATE,N_TRANS
96,2021-03-09,145
41,2021-05-26,397
38,2021-09-01,842
15,2022-10-15,1449
85,2021-05-14,209
50,2021-04-05,32
2,2022-11-12,630
3,2021-04-04,18
32,2022-11-12,79
3,2021-02-23,22
35,2022-01-05,29
74,2021-02-02,39
35,2021-04-14,25
36,2021-01-29,35
16,2022-04-05,686
15,2021-09-20,1017
83,2022-11-17,8
16,2022-02-25,568
96,2021-07-06,299
53,2021-03-19,225
26,2022-03-26,36
7,2021-07-29,44
60,2022-03-20,104
16,2022-02-09,610
96,2021-07-17,361
98,2022-10-11,196
85,2022-01-22,216
21,2021-11-07,336
74,2021-03-24,49
47,2022-12-02,175
71,2021-04-14,8
85,2021-04-27,94
16,2021-08-11,787
27,2021-01-27,29
73,2022-01-13,5
1,2022-08-20,52
28,2021-05-07,11
76,2021-09-18,44
77,2021-08-12,24
40,2021-05-07,173
60,2022-08-26,208
73,2021-03-31,8
45,2021-07-30,115
41,2021-10-23,196
7,2021-12-18,134
58,2021-07-21,16
11,2022-10-20,86
44,2021-03-15,10
2,2021-07-18,509
16,2022-05-20,634
63,2021-03-30,18
88,2022-10-07,119
45,2022-11-12,74
40,2021-11-12,153
97,2022-09-05,45
27,2021-04-24,33
10,2022-10-17,281
77,2021-01-02,30
31,2021-07-07,12
19,2022-04-12,162
47,2021-08-03,116
77,2022-11-18,44
18,2021-10-11,54
53,2021-06-07,378
23,2022-09-30,93
95,2021-05-15,6
96,2022-08-01,60
40,2021-02-22,90
3,2022-10-29,30
60,2022-08-24,230
98,2022-05-17,189
42,2021-07-07,13
31,2022-04-11,3
51,2021-01-24,38
29,2022-03-08,17
45,2022-05-17,65
3,2021-07-16,88
60,2021-01-16,138
35,2021-03-29,30
19,2022-10-04,108
76,2022-09-13,57
77,2021-08-09,11
76,2021-04-23,76
62,2022-03-01,21
46,2021-05-31,27
47,2022-09-07,161
21,2022-02-13,270
85,2021-06-19,161
46,2022-10-27,43
89,2021-09-13,3
30,2021-08-11,39
35,2022-07-18,31
76,2021-05-23,40
8,2021-03-20,60
47,2022-10-21,201
98,2022-05-02,145
84,2022-08-06,43
51,2021-10-14,51
59,2021-02-05,75
50,2022-02-04,21
18,2022-05-12,92
47,2021-11-30,167
32,2021-05-01,45
66,2021-11-19,8
95,2021-08-23,1
9,2022-06-05,10
40,2022-04-26,138
30,2021-07-18,8
51,2021-10-16,67
1,2021-02-09,28
44,2021-10-03,9
63,2021-04-19,14
12,2022-03-02,53
11,2022-05-04,91
19,2021-07-19,82
3,2021-10-10,35
19,2021-08-17,141
26,2021-07-08,67
82,2022-07-04,29
77,2022-08-30,24
32,2021-09-22,51
45,2022-03-10,78
97,2022-09-30,83
97,2022-02-23,92
43,2021-11-27,1
82,2021-01-04,27
12,2021-07-26,86
1,2022-01-10,63
3,2021-08-05,44
72,2021-03-26,26
40,2021-01-24,70
35,2022-12-10,33
44,2022-01-16,89
8,2022-05-02,28
1,2021-09-10,54
32,2022-04-26,31
77,2021-06-15,9
51,2021-11-21,32
30,2021-08-03,19
11,2022-05-06,122
21,2022-04-26,381
45,2021-04-08,74
76,2021-11-04,66
96,2021-06-30,107
45,2022-03-16,85
50,2022-01-02,20
37,2022-08-09,7
76,2021-01-07,76
84,2022-12-13,16
45,2022-05-13,119
3,2021-02-26,62
7,2021-03-15,54
26,2022-11-29,148
72,2021-08-05,27
97,2022-07-17,55
5,2021-01-28,23
46,2021-04-15,25
12,2022-05-10,52
1,2022-01-29,123
56,2021-12-26,40
57,2021-04-25,269
97,2022-10-20,108
3,2022-08-12,63
27,2022-04-02,22
19,2022-01-16,60
60,2021-11-30,235
76,2022-05-04,65
18,2022-08-16,37
23,2021-06-03,42
28,2021-04-26,2
7,2021-12-14,33
52,2022-04-23,85
18,2021-11-11,72
76,2021-03-01,71
92,2021-11-22,120
50,2021-03-14,31
31,2021-05-17,9
11,2021-02-08,78
54,2021-12-29,34
40,2021-11-15,59
96,2022-01-23,178
88,2021-02-20,53
40,2022-03-04,140
41,2021-09-02,19
83,2022-05-01,13
12,2021-05-21,48
49,2022-10-15,4
46,2022-06-29,30
7,2022-02-22,73
59,2021-02-19,64
26,2021-02-24,62
49,2021-02-19,30
10,2022-05-20,312
82,2021-12-28,30
59,2022-12-14,67
50,2021-06-27,35
76,2022-08-02,44
62,2021-05-13,23
88,2021-10-12,48
82,2022-03-02,28
2,2022-11-27,464
28,2022-05-25,5
56,2021-05-02,14
40,2021-01-29,134
39,2021-04-19,2
79,2021-03-15,31
38,2021-09-20,26
23,2022-08-10,87
36,2022-12-26,12
50,2021-01-28,27
47,2021-03-13,248
95,2022-04-12,6
81,2022-09-21,12
35,2021-10-29,50
29,2021-04-14,36
35,2021-02-15,21
78,2022-08-21,20
41,2021-09-18,29
87,2022-02-21,3
53,2022-11-30,161
98,2022-01-01,150
8,2022-01-20,24
59,2022-08-09,59
45,2022-01-16,46
96,2022-03-28,106
35,2022-12-08,23
73,2022-07-23,17
82,2022-01-21,52
77,2022-06-28,15
82,2022-01-13,54
37,2021-12-30,13
50,2022-07-03,20
12,2021-04-21,73
48,2021-02-17,33
59,2021-07-21,72
88,2021-07-09,57
3,2021-05-13,47
83,2022-01-07,27
53,2022-04-26,177
46,2021-07-15,30
54,2021-04-04,5
11,2021-08-08,76
31,2022-01-05,3
85,2022-03-04,204
49,2022-01-31,7
45,2021-06-25,124
1,2021-04-10,34
8,2022-10-23,67
3,2022-03-10,16
12,2022-08-31,62
90,2022-10-08,18
26,2021-12-19,24
51,2022-09-04,55
78,2022-11-07,19
74,2021-02-08,24
30,2021-04-18,3
95,2022-05-25,11
18,2022-02-14,60
1,2022-06-09,38
90,2021-03-10,9
26,2021-05-25,46
88,2022-08-18,70
58,2021-03-21,5
37,2022-09-29,2
67,2021-02-12,34
84,2022-08-23,14
74,2022-08-14,7
90,2022-07-08,14
41,2022-06-19,178
81,2022-03-25,10
50,2022-04-24,14
28,2021-09-09,7
50,2021-06-20,45
59,2022-12-05,62
88,2021-05-25,46
12,2022-04-07,51
90,2022-07-22,16
50,2021-05-30,24
60,2022-08-21,109
82,2021-10-27,42
51,2022-07-12,32
77,2022-03-31,27
56,2021-03-03,11
76,2021-08-08,21
3,2021-11-02,22
5,2022-12-11,38
94,2021-02-24,6
31,2022-10-24,36
59,2021-06-26,29
1,2022-10-17,76
30,2022-07-09,53
27,2021-04-03,22
3,2021-11-17,21
88,2021-06-26,50
17,2021-11-26,9
17,2021-09-23,5
42,2021-06-26,33
90,2022-02-18,13
29,2021-10-14,35
42,2021-09-13,11
8,2021-06-11,39
59,2021-03-29,54
77,2021-01-29,29
62,2022-05-14,17
76,2022-01-12,64
90,2021-06-04,23
88,2022-12-19,71
8,2022-08-18,26
23,2022-03-06,40
27,2021-07-08,11
59,2022-09-15,64
73,2021-08-11,9
3,2022-07-04,17
3,2021-07-23,49
78,2021-02-08,17
92,2022-09-01,16
17,2022-11-09,25
31,2021-10-03,3
30,2022-01-20,14
45,2021-01-14,68
74,2022-04-12,15
74,2021-04-22,19
3,2021-11-03,23
23,2022-04-01,55
74,2021-09-01,36
4,2022-10-23,22
30,2021-01-26,8
4,2021-07-18,26
3,2021-04-16,48
31,2022-08-04,18
73,2022-08-03,3
4,2022-11-29,13
96,2022-08-03,95
32,2022-05-11,48
91,2022-09-29,5
78,2022-01-23,17
39,2021-02-11,7
31,2021-12-31,17
46,2021-06-13,21
46,2021-12-01,52
78,2022-12-22,15
78,2022-06-30,9
7,2021-11-22,30
28,2022-01-28,9
84,2021-07-17,55
40,2022-10-23,72
46,2021-05-07,36
12,2021-05-12,66
8,2021-02-13,52
78,2022-06-25,11
73,2021-10-11,9
3,2022-08-30,16
27,2021-01-19,6
18,2021-05-29,34
32,2022-07-11,47
49,2022-03-19,14
28,2022-02-25,9
58,2022-10-12,25
4,2021-11-14,20
48,2021-11-18,13
48,2021-11-15,11
8,2022-11-21,13
72,2021-03-01,17
74,2022-12-22,38
3,2021-11-29,10
77,2021-01-09,22
96,2022-08-11,68
8,2022-07-27,27
82,2022-08-12,36
73,2021-03-27,19
3,2021-08-11,24
1,2022-01-09,47
81,2021-06-11,14
62,2022-05-03,22
59,2022-11-03,64
74,2022-12-04,7
22,2021-11-16,5
52,2021-01-02,72
90,2022-08-03,10
11,2021-09-02,49
28,2022-06-08,2
32,2022-02-25,45
26,2021-05-08,44
35,2022-05-24,28
93,2021-03-19,31
78,2021-05-14,8
1,2022-10-13,37
96,2022-10-02,44
56,2021-10-16,19
66,2022-09-12,8
22,2022-12-22,22
50,2022-03-24,22
35,2021-05-11,30
66,2022-11-03,4
48,2022-12-24,51
49,2021-12-30,10
36,2022-04-03,1
29,2021-02-22,8
28,2022-09-29,6
71,2021-06-24,9
72,2022-04-03,28
50,2021-11-27,28
73,2021-12-14,2
48,2022-03-14,10
84,2021-07-08,27
31,2022-12-27,24
78,2021-07-10,26
46,2022-10-06,30
77,2021-03-16,19
30,2021-06-04,28
31,2022-08-07,26
13,2022-04-10,9
28,2022-07-11,4
1,2022-08-11,31
73,2022-07-21,5
45,2022-05-22,54
95,2022-04-25,10
65,2022-10-02,4
84,2022-05-10,9
82,2021-06-17,22
35,2022-11-10,27
79,2021-02-23,63
76,2022-03-06,27
39,2021-06-16,5
77,2021-01-21,30
13,2022-09-20,6
81,2022-01-04,11
87,2021-04-16,4
81,2022-08-11,14
95,2022-01-19,11
84,2022-06-24,27
74,2021-01-12,19
73,2022-05-24,5
66,2022-09-07,32
29,2022-07-20,31
92,2021-02-20,9
92,2022-06-27,5
54,2021-03-22,5
84,2022-12-19,20
65,2022-02-24,8
31,2021-06-11,13
78,2022-06-23,11
22,2022-05-06,1
5,2021-03-16,12
80,2022-06-18,3
62,2021-07-28,16
5,2021-07-21,13
27,2021-11-02,10
96,2022-11-03,54
24,2021-09-19,3
58,2022-11-10,7
84,2022-05-03,16
28,2021-11-15,6
71,2021-09-01,3
58,2022-04-29,10
90,2022-01-30,8
89,2021-05-18,4
58,2022-01-17,10
84,2022-05-27,17
71,2021-06-21,8
83,2021-01-31,14
4,2021-05-30,26
90,2021-03-16,7
84,2022-11-01,10
27,2022-05-29,7
58,2021-08-01,2
50,2022-08-29,16
84,2022-08-01,13
66,2022-07-01,9
36,2021-05-06,11
17,2021-11-09,4
65,2021-01-11,4
64,2022-05-14,11
48,2021-06-13,6
71,2021-02-19,16
65,2021-12-05,5
73,2021-12-29,23
22,2022-05-02,5
54,2022-02-03,6
48,2021-10-11,4
73,2022-01-11,7
50,2022-04-11,20
87,2022-04-26,2
83,2022-08-02,6
36,2021-11-13,2
29,2022-05-11,28
22,2021-12-23,14
27,2022-03-15,12
62,2021-07-16,13
22,2022-12-28,11
66,2021-04-18,1
65,2021-07-12,13
50,2021-08-06,19
22,2022-04-06,2
94,2022-11-26,7
49,2022-10-14,2
44,2022-07-21,14
22,2022-01-18,7
75,2022-12-10,3
71,2021-06-16,13
56,2022-08-21,8
23,2022-12-25,4
84,2022-08-28,7
27,2022-04-24,4
31,2021-02-15,7
90,2021-07-02,12
91,2022-07-18,5
66,2021-05-31,5
66,2022-04-04,4
64,2022-04-29,6
13,2022-04-08,7
48,2022-12-06,11
99,2021-05-08,3
84,2022-10-23,6
95,2022-10-15,9
13,2022-12-12,3
61,2022-11-28,6
17,2022-10-31,3
92,2021-05-12,13
5,2022-03-01,11
31,2022-02-22,1
36,2022-03-02,1
78,2022-09-21,10
37,2022-02-09,5
44,2021-07-21,9
72,2022-08-14,25
83,2022-04-18,13
81,2022-08-03,9
30,2021-01-08,15
63,2021-02-28,11
58,2022-04-26,4
80,2021-03-13,7
24,2021-08-09,3
83,2022-07-13,3
83,2022-11-28,2
23,2021-03-21,9
90,2021-07-09,12
64,2021-09-13,2
37,2021-08-05,9
28,2022-02-14,11
72,2022-01-26,18
90,2021-05-13,12
43,2021-02-11,3
29,2021-05-17,7
17,2022-03-15,7
43,2021-04-09,4
48,2021-01-21,10
48,2022-05-05,4
90,2021-04-15,5
44,2021-09-08,1
38,2022-04-23,4
94,2022-05-20,4
81,2021-07-28,8
96,2021-08-22,6
73,2021-06-23,9
71,2021-09-29,13
80,2022-01-08,3
92,2021-04-26,4
31,2021-04-20,9
4,2022-01-19,14
49,2021-08-30,2
81,2021-12-26,9
81,2021-07-12,4
28,2021-09-28,5
48,2022-08-18,8
66,2021-02-07,1
66,2021-02-04,5
90,2022-10-03,9
30,2021-04-29,11
95,2022-07-17,13
89,2021-10-19,2
31,2022-04-30,6
28,2022-06-23,6
30,2022-07-31,4
67,2021-04-23,2
89,2022-06-24,3
9,2021-10-10,1
73,2022-04-08,2
75,2022-01-12,7
29,2022-06-05,4
39,2021-05-22,4
87,2022-05-06,2
92,2022-01-09,8
90,2022-06-15,2
73,2021-11-02,4
70,2021-03-28,2
84,2021-08-15,9
28,2022-03-12,8
84,2021-03-29,3
43,2022-11-06,1
91,2021-01-06,3
59,2021-10-24,2
74,2022-10-17,15
73,2022-05-16,2
28,2022-09-17,5
75,2022-12-09,1
27,2022-06-24,2
78,2021-03-14,5
58,2022-03-02,5
58,2022-05-10,5
61,2021-02-13,1
13,2021-12-11,7
95,2021-07-04,3
91,2022-03-16,9
81,2021-08-01,5
81,2021-04-04,8
38,2021-07-03,1
64,2021-03-07,3
70,2021-04-29,6
73,2021-07-19,3
87,2021-08-09,2
87,2022-08-15,2
73,2022-08-19,4
61,2021-04-23,1
49,2022-08-16,2
28,2022-08-04,3
87,2022-03-20,2
59,2021-02-21,3
61,2021-10-20,1
94,2022-09-02,2
83,2022-06-15,1
73,2022-02-02,5
22,2021-05-24,1
22,2021-09-23,2
94,2022-09-25,2
46,2021-05-08,1
61,2021-06-01,2
73,2022-06-30,2
49,2021-06-24,6
65,2022-01-21,5
64,2022-03-03,1
36,2021-12-14,1
17,2021-11-02,2
36,2022-09-12,2
94,2022-05-14,1
13,2021-05-04,2
91,2021-04-27,5
94,2021-10-22,1
58,2021-06-20,2
90,2022-03-07,6
22,2021-04-10,3
36,2022-02-15,1
87,2021-12-04,1
64,2022-03-27,1
36,2022-12-02,1
39,2021-05-14,2
39,2021-05-15,1
36,2022-08-12,2
94,2022-04-20,1
73,2022-06-20,1
28,2021-06-07,2
91,2022-08-11,1
43,2022-07-22,1
64,2022-09-04,1
89,2022-06-19,2
65,2021-12-12,1
83,2022-10-14,1
37,2022-09-18,2
64,2021-05-17,3
36,2021-07-15,1
87,2022-02-24,3
83,2021-08-09,1
43,2022-04-01,1
31,2021-09-25,1
36,2022-05-06,1
83,2022-02-24,1
61,2021-07-06,1
36,2022-11-27,1
68,2022-08-12,1559
38,2022-04-12,202
16,2021-03-18,781
34,2021-10-01,292
57,2022-02-22,551
88,2021-12-27,45
47,2021-04-11,200
86,2021-02-12,1893
60,2022-11-19,127
18,2022-03-11,84
50,2021-04-23,38
10,2022-04-10,317
21,2022-01-19,469
21,2022-11-19,329
11,2022-06-23,115
10,2022-03-26,343
15,2021-01-04,1118
83,2022-11-13,10
15,2021-02-24,1312
82,2021-10-05,43
57,2021-02-06,267
82,2021-10-23,57
15,2021-09-13,1082
68,2022-05-03,1382
7,2021-08-04,83
68,2021-08-11,1520
97,2021-11-13,134
74,2022-05-31,23
86,2021-11-27,2170
100,2021-03-28,2130
15,2022-05-22,1197
60,2022-01-29,215
68,2021-10-24,1283
100,2021-04-01,2854
97,2022-04-16,217
86,2021-05-22,2216
19,2021-07-23,208
100,2021-10-21,2119
10,2022-02-07,327
86,2022-06-06,2032
1,2022-02-07,83
40,2021-07-10,273
20,2021-10-27,1239
15,2022-11-08,1749
21,2022-09-02,423
84,2022-07-17,11
38,2022-09-02,370
21,2022-02-23,488
2,2021-05-30,521
57,2022-05-17,595
16,2021-05-24,626
46,2022-08-31,30
15,2021-08-08,1365
21,2021-05-26,510
57,2022-12-25,378
50,2021-02-21,29
100,2021-05-16,1913
47,2021-04-16,160
86,2022-12-31,2435
100,2022-09-13,1485
100,2022-02-25,2063
82,2022-03-12,66
34,2021-02-05,329
20,2022-08-06,1188
16,2021-10-11,495
57,2022-10-11,508
95,2022-07-29,21
15,2022-04-12,1333
86,2021-01-06,1793
97,2021-05-12,92
84,2021-11-22,15
10,2022-04-30,376
16,2022-11-27,566
57,2022-03-25,434
16,2022-01-31,468
98,2022-03-06,176
86,2022-01-14,1849
92,2022-01-18,30
20,2021-11-11,1338
68,2021-06-22,1487
21,2022-07-28,350
19,2022-03-02,219
15,2022-11-24,1560
100,2022-09-04,1700
34,2021-09-29,278
59,2022-06-27,67
12,2021-11-27,170
100,2022-11-15,1730
47,2021-06-13,234
86,2021-03-06,2149
38,2021-02-12,332
10,2022-01-06,230
100,2021-09-25,2005
98,2021-08-13,477
98,2021-01-15,512
52,2021-03-20,128
84,2021-07-15,29
59,2021-01-11,70
60,2021-05-20,255
53,2022-06-21,142
16,2022-06-10,627
48,2022-04-28,9
40,2022-12-20,158
45,2021-05-19,56
68,2022-09-20,1389
20,2021-11-19,1299
86,2022-12-01,1922
31,2022-06-21,16
32,2022-05-16,34
20,2021-03-08,1125
19,2022-11-09,282
15,2021-05-09,1455
27,2021-12-22,17
11,2022-01-05,68
2,2021-03-26,760
100,2022-04-12,1461
57,2021-09-01,287
15,2022-09-11,1252
15,2021-11-12,1434
18,2021-04-02,184
100,2022-02-01,1646
60,2021-08-04,242
34,2022-07-29,276
32,2021-05-28,66
10,2022-01-26,498
12,2022-11-24,143
2,2021-05-09,526
57,2021-12-07,519
16,2021-09-08,600
34,2022-02-03,247
86,2022-03-23,1322
10,2021-12-12,284
20,2021-07-20,1448
26,2022-11-20,213
26,2021-04-23,133
15,2021-10-08,1292
41,2021-09-29,291
76,2021-07-11,37
59,2021-04-28,66
76,2022-05-05,59
21,2021-03-05,439
11,2022-11-05,122
16,2021-12-17,577
47,2022-10-24,167
27,2021-05-15,37
32,2022-01-19,120
57,2022-08-13,348
85,2021-04-03,200
98,2022-11-15,247
38,2021-06-28,856
23,2022-08-11,76
82,2022-02-23,48
96,2022-09-24,150
96,2022-07-17,195
34,2021-05-06,270
97,2022-07-20,85
57,2021-03-21,236
46,2022-11-30,39
57,2022-12-02,463
2,2022-03-29,617
92,2021-07-20,106
57,2022-10-13,422
31,2021-07-02,14
12,2022-09-09,74
19,2022-02-02,190
12,2022-06-04,105
99,2021-04-17,28
57,2022-09-30,378
79,2021-03-11,62
53,2021-07-18,286
15,2021-01-10,1133
20,2022-10-19,1261
47,2021-12-27,294
59,2021-10-15,61
19,2022-11-18,220
57,2021-02-24,470
53,2021-01-06,197
26,2022-10-08,121
1,2022-07-29,97
96,2022-04-26,263
15,2022-10-14,1392
38,2021-10-22,392
82,2022-09-17,82
88,2021-08-10,46
82,2021-10-14,32
11,2021-07-08,99
10,2021-08-26,149
41,2021-08-03,144
2,2022-03-09,640
10,2021-06-01,276
20,2021-03-22,1138
57,2022-09-15,488
29,2021-11-07,5
98,2022-10-03,172
41,2022-03-31,166
51,2022-02-11,46
34,2021-02-27,259
83,2021-05-30,7
98,2022-02-22,210
60,2021-01-29,225
2,2022-04-16,521
53,2021-11-18,291
96,2022-08-02,56
60,2022-05-23,192
98,2021-10-05,217
78,2021-12-20,18
98,2022-12-24,1074
41,2022-07-17,145
76,2021-09-19,28
7,2021-04-11,114
17,2021-11-25,3
5,2022-05-10,11
21,2022-11-25,425
60,2022-08-30,174
83,2022-01-05,18
46,2021-06-17,20
72,2021-03-19,23
81,2022-01-09,8
34,2022-08-15,246
4,2022-05-22,22
59,2022-07-13,61
1,2021-07-30,79
63,2021-03-14,14
57,2021-01-29,397
13,2021-01-10,6
23,2021-05-02,13
92,2021-10-13,25
53,2021-07-25,219
34,2022-08-25,290
8,2021-05-07,35
97,2022-04-18,114
59,2022-03-25,70
5,2021-12-20,10
34,2021-10-31,237
53,2022-07-29,245
84,2021-12-01,17
8,2021-02-23,20
34,2021-02-14,213
53,2021-05-09,248
47,2022-06-23,163
82,2022-01-18,44
64,2022-04-18,6
85,2021-01-29,219
34,2021-11-22,303
76,2021-05-20,69
47,2022-10-22,294
96,2022-06-08,84
50,2021-01-10,21
66,2021-01-09,21
88,2022-03-16,68
37,2022-02-25,5
65,2021-08-15,5
88,2021-12-08,57
19,2021-12-08,198
29,2022-03-12,44
11,2021-05-02,80
23,2021-05-20,95
95,2021-11-30,8
60,2022-10-01,142
26,2021-03-03,27
88,2022-01-17,42
65,2022-01-08,7
53,2022-05-08,248
32,2021-08-14,48
84,2022-02-13,5
45,2021-06-03,81
76,2022-12-08,82
53,2022-01-17,126
97,2021-03-27,113
77,2022-01-05,17
96,2021-03-16,203
96,2022-02-26,177
34,2022-08-13,272
41,2022-06-09,113
28,2021-04-08,8
58,2021-11-22,2
32,2021-02-15,62
72,2021-10-23,36
60,2021-05-16,165
26,2022-05-01,32
47,2021-04-10,217
76,2022-05-27,41
98,2021-01-13,277
40,2021-10-10,115
35,2021-05-05,45
34,2021-02-01,309
96,2021-09-09,64
60,2021-02-19,246
32,2021-12-02,45
12,2022-10-20,78
62,2021-02-04,17
26,2021-10-28,25
27,2022-09-20,10
3,2021-12-10,65
57,2021-10-02,266
56,2022-05-21,16
51,2022-01-21,33
11,2021-02-12,115
51,2021-09-23,43
76,2022-01-20,80
40,2022-01-21,164
47,2021-04-06,133
1,2021-12-08,68
3,2022-12-02,50
45,2021-07-31,84
47,2021-10-21,184
62,2021-03-31,16
19,2021-06-25,192
36,2022-10-08,3
85,2021-07-28,119
41,2022-09-30,198
26,2022-10-05,159
77,2021-01-06,30
8,2022-08-26,71
18,2022-08-09,34
60,2021-02-14,149
4,2022-08-25,6
74,2022-03-04,19
7,2021-10-10,89
97,2021-01-05,98
97,2021-04-13,86
65,2022-08-26,19
12,2022-02-18,63
40,2022-01-06,93
29,2022-06-24,15
77,2021-02-12,46
35,2022-11-07,28
47,2022-01-28,170
3,2022-08-13,35
51,2022-01-31,34
41,2022-05-01,154
97,2021-07-04,72
97,2021-12-14,137
85,2021-08-08,71
48,2022-07-17,6
53,2021-04-26,255
13,2021-11-24,3
29,2021-10-16,125
65,2021-06-24,3
18,2021-06-08,57
97,2022-09-08,104
34,2022-12-29,223
46,2022-12-18,56
36,2021-02-16,11
63,2021-01-25,7
97,2021-02-28,53
11,2022-01-04,94
34,2021-01-02,189
50,2022-08-04,22
32,2021-10-22,36
50,2021-06-24,28
46,2021-08-12,28
74,2021-06-24,25
12,2021-06-27,91
1,2021-08-11,37
51,2022-05-18,32
59,2021-02-17,63
31,2022-10-26,30
73,2021-03-30,3
19,2021-09-19,48
47,2022-06-13,116
30,2022-02-08,14
95,2021-04-13,13
26,2022-12-13,102
30,2021-07-24,78
23,2021-06-30,48
19,2022-10-21,186
1,2022-05-19,38
26,2021-02-09,35
61,2022-01-13,2
35,2022-11-21,27
5,2022-03-27,29
79,2021-05-05,68
41,2022-04-24,131
19,2022-01-06,96
5,2022-08-06,84
12,2021-12-18,115
42,2021-05-21,10
17,2021-08-14,39
66,2022-12-09,8
43,2022-01-06,2
41,2021-07-16,126
1,2022-02-28,40
12,2022-05-31,55
19,2022-09-28,195
82,2021-02-24,51
79,2021-03-07,36
84,2022-05-19,17
46,2022-09-06,39
73,2021-04-01,9
32,2021-06-12,78
43,2021-03-13,5
85,2022-03-22,93
26,2022-03-04,25
79,2021-02-12,72
35,2021-09-16,16
40,2022-06-19,80
4,2021-07-25,27
52,2021-04-24,13
46,2021-05-04,26
23,2021-04-14,36
75,2021-03-28,8
77,2021-02-02,18
32,2022-05-28,21
90,2021-12-23,32
18,2021-07-29,55
50,2022-12-04,29
8,2022-10-15,86
3,2021-02-22,21
95,2022-10-16,14
74,2021-11-25,20
27,2021-07-01,15
59,2021-12-10,59
3,2022-07-15,59
35,2022-08-15,26
28,2021-03-04,7
95,2022-12-24,23
76,2021-03-13,46
74,2022-09-09,33
77,2022-12-27,30
96,2022-05-03,65
11,2022-05-29,93
26,2022-06-21,81
1,2021-04-04,43
88,2021-09-02,35
51,2022-05-31,30
92,2022-09-18,5
72,2021-03-27,38
94,2022-12-04,25
44,2022-12-04,31
44,2022-07-08,8
11,2022-02-01,87
97,2021-01-12,97
98,2021-05-02,143
50,2022-02-11,23
5,2021-06-15,7
92,2021-05-17,18
8,2022-09-30,65
30,2022-05-07,75
17,2022-11-16,33
49,2021-07-03,15
61,2021-06-16,2
11,2022-02-21,56
51,2022-12-06,39
